step,split,loss,ppl,tok_per_s,max_mem_mib,elapsed_s,pair_frac,mixer_depth
1100,train,6.433524773621104,622.3637778451698,12832.327597076486,1229.84423828125,43.92905306816101,0.38414522058823525,3
1150,train,6.429894428269745,620.108478631881,12837.7760516912,1229.84423828125,45.904524087905884,0.38414522058823525,3
1200,train,6.427611462976613,618.6944072493019,12841.199682247097,1229.84423828125,47.885868549346924,0.38414522058823525,3
1250,train,6.42400799971595,616.468976719868,12845.099207256448,1229.84423828125,49.864309310913086,0.38414522058823525,3
1300,train,6.42152322099174,614.9390892254705,12849.143521564594,1229.84423828125,51.840965032577515,0.38414522058823525,3
1350,train,6.418494116545253,613.0791928283215,12854.488624624319,1229.84423828125,53.81093096733093,0.38414522058823525,3
1400,train,6.415444418330605,611.2123344327903,12858.631456124254,1229.84423828125,55.78447461128235,0.38414522058823525,3
1450,train,6.4131308476075395,609.7998859999649,12862.23977388999,1229.84423828125,57.75914716720581,0.38414522058823525,3
1500,train,6.410573961892023,608.2426890178572,12865.396626746444,1229.84423828125,59.73480820655823,0.38414522058823525,3
1550,train,6.409028810197349,607.303587510133,12869.32159527069,1229.84423828125,61.70581674575806,0.38414522058823525,3
1600,train,6.4075511441537545,606.4068583170225,12871.92777271823,1229.84423828125,63.68214726448059,0.38414522058823525,3
1650,train,6.406436200433612,605.731125570482,12874.010973769311,1229.84423828125,65.66034483909607,0.38414522058823525,3
1700,train,6.40549015984824,605.1583503189054,12875.70159743422,1229.84423828125,67.63996458053589,0.38414522058823525,3
1750,train,6.403210809338372,603.7805531624024,12877.706258186745,1229.84423828125,69.61736679077148,0.38414522058823525,3
1800,train,6.401746848369558,602.8972886889505,12880.077272803097,1229.84423828125,71.59211707115173,0.38414522058823525,3
1850,train,6.39952062980862,601.5566004407732,12883.233832865522,1229.84423828125,73.56165480613708,0.38414522058823525,3
1900,train,6.397497586486591,600.3408555443664,12884.978967421786,1229.84423828125,75.5385012626648,0.38414522058823525,3
1950,train,6.3955640954155,599.1812232911265,12888.096365519445,1229.84423828125,77.50655889511108,0.38414522058823525,3
2000,train,6.393347970370589,597.8548330419242,12889.860831970987,1229.84423828125,79.48200631141663,0.38414522058823525,3
2050,train,6.391487898098905,596.743813453188,12893.217931844034,1229.84423828125,81.44685101509094,0.38414522058823525,3
2100,train,6.390158883393918,595.9512589249656,12895.286810475502,1229.84423828125,83.41900539398193,0.38414522058823525,3
2150,train,6.389658372383348,595.6530533919125,12896.906011538767,1229.84423828125,85.39350438117981,0.38414522058823525,3
2200,train,6.388824572946635,595.1566052093871,12900.74111432436,1229.84423828125,87.35250091552734,0.38414522058823525,3
2250,train,6.3865812192329665,593.8229549128638,12902.485103519048,1229.84423828125,89.32480764389038,0.38414522058823525,3
2300,train,6.384614174389829,592.6560266080808,12903.8541672452,1229.84423828125,91.29923391342163,0.38414522058823525,3
2350,train,6.383224270689594,591.8328639946303,12906.043612357887,1229.84423828125,93.2673122882843,0.38414522058823525,3
2400,train,6.382822228192985,591.5949698573959,12907.705163561473,1229.84423828125,95.23861789703369,0.38414522058823525,3
2450,train,6.381775745903896,590.9762000214323,12909.771733669619,1229.84423828125,97.20636630058289,0.38414522058823525,3
2500,train,6.380916834163552,590.4688215528237,12911.782774194418,1229.84423828125,99.1739113330841,0.38414522058823525,3
2550,train,6.380339406042275,590.12796666959,12913.548725382245,1229.84423828125,101.14276313781738,0.38414522058823525,3
2600,train,6.378872472842993,589.2629229992205,12915.618058154554,1229.84423828125,103.10865449905396,0.38414522058823525,3
2650,train,6.37793382884241,588.7100743963846,12917.251675734218,1229.84423828125,105.07746028900146,0.38414522058823525,3
2700,train,6.377213520811294,588.2861744893795,12918.706915516912,1229.84423828125,107.04724621772766,0.38414522058823525,3
2750,train,6.376775562004886,588.0285857893108,12919.455923864312,1229.84423828125,109.0225477218628,0.38414522058823525,3
