step,split,loss,ppl,tok_per_s,max_mem_mib,elapsed_s,pair_frac,mixer_depth
2650,train,6.378418245031356,588.995324171244,12927.43542296135,1228.46142578125,104.99468421936035,0.0629387854292258,3
2700,train,6.3773987793737055,588.3951696361825,12928.87819631577,1228.46142578125,106.96303105354309,0.0629387854292258,3
2750,train,6.3760651803718655,587.6110094191278,12930.192276489397,1228.46142578125,108.9320228099823,0.0629387854292258,3
2800,train,6.3751777381992305,587.0897699474178,12931.721830935741,1228.46142578125,110.89876651763916,0.0629387854292258,3
2850,train,6.37413743820913,586.4793380367605,12933.772649246612,1228.46142578125,112.86049628257751,0.0629387854292258,3
2900,train,6.3734615191801876,586.0830594333117,12935.013548388666,1228.46142578125,114.8287935256958,0.0629387854292258,3
2950,train,6.371954518146573,585.2004968353644,12936.410466087602,1228.46142578125,116.79530453681946,0.0629387854292258,3
3000,val,6.470794677734375,645.9968823803683,86164.73329855956,1228.46142578125,0.005942106246948242,0.15,1
3050,val,6.307902317421109,548.8923384333151,91670.48848444672,1228.46142578125,0.28484630584716797,0.15,1
3100,val,6.313750257586489,552.111631929024,92083.88176356109,1228.46142578125,0.5615749359130859,0.15,1
3150,val,6.314269009015418,552.3981149273237,92376.25504242066,1228.46142578125,0.8369250297546387,0.15,1
3200,val,6.317437181472778,554.1509826479772,93146.39636728457,1228.46142578125,1.0993447303771973,nan,nan
