step,split,loss,ppl,tok_per_s,max_mem_mib,elapsed_s
0,train,10.558151245117188,38489.903730448736,1141.5614170034676,1168.658203125,0.44850850105285645
50,train,7.072078630035999,1178.5953535344534,11104.80210979919,1208.09619140625,2.3514151573181152
100,train,6.795122297683565,893.4785232737457,12167.455693569469,1208.09619140625,4.250025749206543
150,train,6.6731107345480005,790.8519123871471,12574.77187158711,1208.09619140625,6.148183107376099
200,train,6.600351665743548,735.3537424977733,12778.757711890497,1208.09619140625,8.053364992141724
250,train,6.558626927227613,705.3025976341908,12901.491252536947,1208.09619140625,9.961019039154053
300,train,6.531513968179392,686.4366684712772,13003.778020063546,1208.09619140625,11.851325035095215
350,train,6.513936132447332,674.4760265373268,13091.105598663918,1208.09619140625,13.72779393196106
400,train,6.501354312658904,666.043053042436,13158.352267685521,1208.09619140625,15.603169441223145
450,train,6.487169659058429,656.6621527519056,13212.394432748175,1208.09619140625,17.4769229888916
500,train,6.477356113121657,650.2494855177844,13253.520547090662,1208.09619140625,19.3542537689209
550,train,6.467185790655617,643.6697542756239,13287.103126620445,1208.09619140625,21.232017040252686
600,train,6.463906864159912,641.5626648473624,13314.339675616404,1208.09619140625,23.11132264137268
650,train,6.4587915980138355,638.2892803214039,13334.662860259976,1208.09619140625,24.99590754508972
700,train,6.45445825029882,635.5293351468922,13355.106456666566,1208.09619140625,26.87451434135437
750,train,6.448739355318397,631.9051825737384,13376.023926156755,1208.09619140625,28.746360063552856
800,train,6.44248951686902,627.9681928572319,13396.020789685123,1208.09619140625,30.614464282989502
850,train,6.438153841800891,625.2514205966012,13413.127460112904,1208.09619140625,32.48399758338928
900,train,6.43390776182253,622.6021814790546,13428.529261660211,1208.09619140625,34.353129148483276
950,train,6.430184694244032,620.2885011495363,13440.318956212686,1208.09619140625,36.22771167755127
1000,train,6.4265516092489055,618.0390290393345,13450.833099835818,1208.09619140625,38.10262131690979
1050,train,6.423593140011397,616.213281624783,13460.29055485346,1208.09619140625,39.97774028778076
1100,train,6.420344561473767,614.2147123956648,13469.323886874974,1208.09619140625,41.85154390335083
1150,train,6.417650171407506,612.5620058938762,13469.407077272328,1208.09619140625,43.75188875198364
1200,train,6.4156709856832155,611.3508308820802,13392.694219336625,1208.09619140625,45.91398787498474
1250,train,6.412291725762456,609.2884042222718,13322.945710071528,1208.09619140625,48.075854539871216
1300,train,6.409708710655077,607.716633896563,13258.6917198768,1208.09619140625,50.23964762687683
1350,train,6.40861099265753,607.049898420842,13199.349052317808,1208.09619140625,52.40500855445862
1400,train,6.406230765866178,605.6067002397889,13195.127588082447,1208.09619140625,54.361884355545044
1450,train,6.403611504563293,604.0225336239249,13216.492256608528,1208.09619140625,56.210981369018555
1500,train,6.401735187609302,602.8902584891969,13234.818533726648,1208.09619140625,58.06743764877319
1550,train,6.399833077849457,601.7445849882056,13251.575757428913,1208.09619140625,59.925854444503784
1600,train,6.40034221098767,602.0510311014796,13266.840895974852,1208.09619140625,61.7865252494812
1650,train,6.399840849952074,601.749261827044,13282.647973795698,1208.09619140625,63.64032244682312
1700,train,6.399226310321824,601.379576662904,13297.506584695675,1208.09619140625,65.49438381195068
1750,train,6.398075845566972,600.6881084868158,13310.366938620771,1208.09619140625,67.35441660881042
1800,train,6.396207704602315,599.5669859578854,13322.126566487012,1208.09619140625,69.21657705307007
1850,train,6.394510999748605,598.5505602737237,13334.26877727096,1208.09619140625,71.07341361045837
1900,train,6.393369044585331,597.8674324958217,13345.202681338194,1208.09619140625,72.93347454071045
1950,train,6.39145765886253,596.7257686487893,13356.426091704869,1208.09619140625,74.78886890411377
2000,train,6.3900583382548835,595.8913419350109,13367.119293630976,1208.09619140625,76.64418768882751
2050,train,6.388233447993226,594.8048972507786,13376.424739106144,1208.09619140625,78.50468420982361
2100,train,6.387128549436908,594.1480611139872,13385.25033059115,1208.09619140625,80.36547493934631
2150,train,6.386268440150816,593.6372485581117,13394.24788524275,1208.09619140625,82.2227578163147
2200,train,6.38507986696998,592.9320863967628,13402.793096171337,1208.09619140625,84.08038473129272
2250,train,6.38461128736485,592.6543155977978,13410.64095520888,1208.09619140625,85.94011306762695
2300,train,6.383011767782372,591.7071111523375,13420.237506748943,1208.09619140625,87.78622579574585
2350,train,6.381357516698865,590.7290881933989,13429.063179072198,1208.09619140625,89.63484525680542
2400,train,6.3802025392620525,590.0472032819114,13435.035736061818,1208.09619140625,91.50046372413635
2450,train,6.379035721696771,589.3591273483853,13440.283280720498,1208.09619140625,93.36946058273315
2500,train,6.3782407531067165,588.890791534677,13445.962966390909,1208.09619140625,95.23393774032593
2550,train,6.377256041272207,588.3111892204828,13449.97619665158,1208.09619140625,97.1088707447052
2600,train,6.376565403041818,587.905019296225,13436.899708850913,1208.09619140625,99.10857629776001
2650,train,6.3754569182797045,587.2536965981003,13442.05034337115,1208.09619140625,100.97507190704346
2700,train,6.374430848862762,586.6514425700926,13447.1885963251,1208.09619140625,102.84023237228394
2750,train,6.372539376051198,585.5428560777244,13452.100079196403,1208.09619140625,104.70573306083679
2800,train,6.371946893901069,585.1960351401159,13456.473272096177,1208.09619140625,106.57413506507874
2850,train,6.371498938152055,584.9339519171002,13462.39638382667,1208.09619140625,108.42883825302124
2900,train,6.370464024482946,584.3289089123756,13467.656492871953,1208.09619140625,110.28733921051025
2950,train,6.369855595055131,583.9734941420372,13472.406776179703,1208.09619140625,112.14863276481628
3000,val,6.142158508300781,465.0563161716944,93255.32603786695,1208.09619140625,0.005490303039550781
3050,val,6.348206987567976,571.4671421709733,100973.17599508048,1208.09619140625,0.2586033344268799
3100,val,6.358120455600248,577.1605374350158,101359.8312263419,1208.09619140625,0.5101823806762695
3150,val,6.351592651266136,573.4052167119218,101527.69972575908,1208.09619140625,0.7614867687225342
3200,val,6.352971744537354,574.1965415179095,101448.23587378657,1208.09619140625,1.0093817710876465
