run,loss,ppl,tok_per_s,max_mem_mib,elapsed_s,tok_per_s_rel,loss_delta
baseline_small_stats.csv,5.54877010345459,256.92137479929767,83251.88384262401,5551.1,18.45,1.0,0.0
aqed_fixed_low.csv,5.548467063903809,256.8435292570272,92615.61149260023,5462.5,16.58,1.1124746638487728,-0.00030303955078103684
aqed_fixed_med.csv,5.548475570678711,256.84571417640905,77455.87387921219,6214.5,19.83,0.9303798341144044,-0.00029453277587876414
aqed_controller_stats_d32.csv,6.305783205032348,547.7304054469565,95082.4887494089,1229.84423828125,1.0769596099853516,1.142106152566457,0.7570131015777584
