step,split,loss,ppl,tok_per_s,max_mem_mib,elapsed_s,route_frac,mixer_depth
1900,train,6.3957700132383035,599.3046180882494,10041.245411195618,1378.56103515625,96.93140244483948,0.1,1
1950,train,6.3949847688191,598.8342022013895,10066.187157453802,1378.56103515625,99.23439574241638,0.1,1
2000,train,6.393571255029529,597.9883397588618,10090.7060965516,1378.56103515625,101.5302586555481,0.1,1
2050,train,6.3921350900398,597.1301462422828,10113.471139080984,1378.56103515625,103.83299517631531,0.1,1
2100,train,6.39056158633189,596.1912985769154,10134.739961511305,1378.56103515625,106.14105582237244,0.1,1
2150,train,6.388647206269658,595.0510536209842,10155.36183513996,1378.56103515625,108.4463574886322,0.1,1
2200,train,6.38715493922773,594.1637407639276,10175.470879764924,1378.56103515625,110.74789690971375,0.1,1
2250,train,6.385611745528463,593.2475381437271,10194.44809862151,1378.56103515625,113.052907705307,0.1,1
2300,train,6.384506423698203,592.5921709516247,10212.814371644312,1378.56103515625,115.35625314712524,0.1,1
2350,train,6.3824097054504625,591.3509738083874,10230.376685894149,1378.56103515625,117.66057467460632,0.1,1
2400,train,6.38138644032953,590.7461744704661,10247.207150319246,1378.56103515625,119.96556544303894,0.1,1
2450,train,6.380201907801852,590.0468306907037,10263.738500558484,1378.56103515625,122.26656007766724,0.1,1
2500,train,6.378778398918753,589.2074913310231,10279.923165921587,1378.56103515625,124.56435513496399,0.1,1
2550,train,6.377826742264206,588.6470348243695,10295.358103067983,1378.56103515625,126.86416411399841,0.1,1
2600,train,6.376526659151904,587.8822420101206,10310.171415746696,1378.56103515625,129.164874792099,0.1,1
2650,train,6.375441615602198,587.2447101129255,10324.234901341908,1378.56103515625,131.46853137016296,0.1,1
2700,train,6.374453249087116,586.6645838412073,10337.58651504492,1378.56103515625,133.77513194084167,0.1,1
2750,train,6.373717372177385,586.2330297250306,10350.709796041017,1378.56103515625,136.07878375053406,0.1,1
2800,train,6.373504572619459,586.1082928679083,10364.023490300464,1378.56103515625,138.37405920028687,0.1,1
2850,train,6.372107785110179,585.2901956123691,10376.932046722022,1378.56103515625,140.66893696784973,0.1,1
2900,train,6.370802301737573,584.5266075280692,10389.267926860608,1378.56103515625,142.9659924507141,0.1,1
2950,train,6.36914191961854,583.556875286653,10400.90700913887,1378.56103515625,145.26733088493347,0.1,1
3000,val,6.24907112121582,517.5318769512207,35736.003328174666,1378.56103515625,0.014327287673950195,0.1,1
3050,val,6.331213932411344,561.8382136665953,72166.29759183568,1378.56103515625,0.3618309497833252,0.1,1
