step,split,loss,ppl,tok_per_s,max_mem_mib,elapsed_s,pair_frac,mixer_depth,attn_rank
2050,train,6.39325724991864,597.800597841429,10733.137806031964,1125.49658203125,97.83830404281616,0.05,0,256
2100,train,6.390969287776085,596.4344161866946,10756.222969352615,1125.49658203125,100.0083396434784,0.05,0,256
2150,train,6.39024242984589,596.0010506181281,10778.22932135119,1125.49658203125,102.17930674552917,0.05,0,256
2200,train,6.388772040700328,595.1253411172048,10799.543213400075,1125.49658203125,104.3481171131134,0.05,0,256
2250,train,6.387657230772055,594.4622591522125,10819.597650399908,1125.49658203125,106.52078175544739,0.05,0,256
2300,train,6.386197165166331,593.5949385802708,10839.591993882625,1125.49658203125,108.68600964546204,0.05,0,256
2350,train,6.384751968513596,592.7376967526664,10864.556682537537,1125.49658203125,110.79255557060242,0.05,0,256
2400,train,6.383630202840338,592.073156749971,10891.276343337913,1125.49658203125,112.8712522983551,0.05,0,256
2450,train,6.38263116180532,591.4819467413474,10924.01265507768,1125.49658203125,114.87646889686584,0.05,0,256
2500,train,6.382080521215586,591.1563424270798,10956.516368083254,1125.49658203125,116.87218427658081,0.05,0,256
2550,train,6.380767618894858,590.3807211620855,10987.406944510798,1125.49658203125,118.87354373931885,0.05,0,256
2600,train,6.379731805633463,589.7695135849383,11017.429536815493,1125.49658203125,120.87320327758789,0.05,0,256
2650,train,6.378998656040855,589.3372827706042,11046.706563918091,1125.49658203125,122.87028646469116,0.05,0,256
2700,train,6.37776387104146,588.610027028899,11074.244502586838,1125.49658203125,124.87641930580139,0.05,0,256
2750,train,6.3763433204742395,587.7744703369079,11101.289203335195,1125.49658203125,126.87823677062988,0.05,0,256
2800,train,6.3753274061644944,587.1776450545933,11127.727122404673,1125.49658203125,128.87735152244568,0.05,0,256
2850,train,6.373868342158419,586.3215399954385,11153.360257626167,1125.49658203125,130.87643241882324,0.05,0,256
2900,train,6.372921155017641,585.7664467025091,11178.279407240512,1125.49658203125,132.8748321533203,0.05,0,256
