step,split,loss,ppl,tok_per_s,max_mem_mib,elapsed_s,route_frac,mixer_depth
1800,train,6.398059299560073,600.6781695794532,9387.742751329746,1380.38525390625,98.22510313987732,0.25,1
1850,train,6.396201378458065,599.5631930226425,9361.840857311157,1380.38525390625,101.23137259483337,0.25,1
1900,train,6.394761034841602,598.7002376302414,9336.86334545045,1380.38525390625,104.24400186538696,0.25,1
1950,train,6.393991767535266,598.239854212796,9313.655811492632,1380.38525390625,107.25240659713745,0.25,1
2000,train,6.392601918721425,597.4089687973308,9291.685634392017,1380.38525390625,110.26115608215332,0.25,1
2050,train,6.39118301990496,596.5619070081577,9270.130464554604,1380.38525390625,113.2790961265564,0.25,1
2100,train,6.389631368500003,595.6369686635204,9250.7639020225,1380.38525390625,116.28358602523804,0.25,1
2150,train,6.3877300748377275,594.5055637772815,9232.679706881898,1380.38525390625,119.28411197662354,0.25,1
2200,train,6.386256924654775,593.6304125700865,9215.63188236579,1380.38525390625,122.28266215324402,0.25,1
2250,train,6.384738653514291,592.7298045031888,9200.378574141398,1380.38525390625,125.26788878440857,0.25,1
2300,train,6.383653510606377,592.0869568134101,9235.966415612156,1380.38525390625,127.5569818019867,0.25,1
2350,train,6.381564930113059,590.8516260380013,9270.400693548432,1380.38525390625,129.84465718269348,0.25,1
2400,train,6.380554026040073,590.2546335246315,9303.110198374954,1380.38525390625,132.13989448547363,0.25,1
2450,train,6.379383771188985,589.564289194558,9335.268624396655,1380.38525390625,134.42698335647583,0.25,1
2500,train,6.37797987265665,588.737181477743,9366.934097330015,1380.38525390625,136.7055630683899,0.25,1
2550,train,6.377036601970916,588.1821047877955,9396.66023187452,1380.38525390625,138.99747014045715,0.25,1
2600,train,6.375750247261608,587.4259803937222,9425.455274258247,1380.38525390625,141.28887796401978,0.25,1
2650,train,6.374677312009877,586.7960483501539,9453.363208342078,1380.38525390625,143.57980012893677,0.25,1
2700,train,6.373696528819259,586.2208107873893,9481.130688767906,1380.38525390625,145.85939645767212,0.25,1
2750,train,6.372968638346266,585.7942615035596,9507.486086723049,1380.38525390625,148.14767932891846,0.25,1
2800,train,6.372774688655332,585.6806579046374,9532.661732109775,1380.38525390625,150.44192695617676,0.25,1
2850,train,6.371396487907375,584.8740283602486,9556.948219609005,1380.38525390625,152.73829746246338,0.25,1
2900,train,6.370102972131234,584.1179736672646,9581.290485902988,1380.38525390625,155.02212381362915,0.25,1
2950,train,6.3684523280941,583.1545981308265,9603.991048372605,1380.38525390625,157.3212628364563,0.25,1
3000,val,6.248762130737305,517.371989232078,37410.00013936311,1380.38525390625,0.013686180114746094,0.25,1
3050,val,6.330939049814262,561.68379534371,70262.58641422474,1380.38525390625,0.37163448333740234,0.25,1
