step,split,loss,ppl,tok_per_s,max_mem_mib,elapsed_s
0,train,10.54376220703125,37940.03655681038,898.9740725112357,1087.59765625,0.5695381164550781
50,train,7.09892583360859,1210.6659191474414,10467.45838340631,1119.36669921875,2.4945883750915527
100,train,6.795574433732741,893.8825884626175,11720.253772289105,1119.36669921875,4.412191152572632
150,train,6.683421747573954,799.0485821212611,12209.954983085974,1119.36669921875,6.331882476806641
200,train,6.618716254163144,748.9829759072715,12468.626555020917,1119.36669921875,8.253675699234009
250,train,6.581732282600555,721.7885887150537,12631.449192749054,1119.36669921875,10.173971176147461
300,train,6.54773747643759,697.6639057677139,12737.525418157818,1119.36669921875,12.099053382873535
350,train,6.532471414984461,687.0942097965769,12821.332406918049,1119.36669921875,14.016639947891235
400,train,6.514496686749922,674.8542129631071,12888.513178682619,1119.36669921875,15.929843664169312
450,train,6.501678674025441,666.259126718375,12949.047853371523,1119.36669921875,17.832353591918945
500,train,6.489640439579825,658.2866268411132,13006.62284919681,1119.36669921875,19.72164511680603
550,train,6.483884333698806,654.5083438475083,13052.815773803575,1119.36669921875,21.61311435699463
600,train,6.474985878003417,648.7100664648493,13094.79630813009,1119.36669921875,23.498800039291382
650,train,6.466796001897246,643.4189079330222,13125.535167075848,1119.36669921875,25.394164562225342
700,train,6.460997220963112,639.698659514545,13155.565429489063,1119.36669921875,27.28214168548584
750,train,6.453150933338069,634.699039715903,13184.723195719569,1119.36669921875,29.163448810577393
800,train,6.448059067743994,631.4754515167551,13207.06706879965,1119.36669921875,31.05246591567993
850,train,6.443358258831235,628.5139722136922,13223.939422413023,1119.36669921875,32.948729276657104
900,train,6.438676715558694,625.57843364228,13240.938376449683,1119.36669921875,34.839826822280884
950,train,6.4372378468638844,624.6789556884844,13255.019755756817,1119.36669921875,36.734158754348755
1000,train,6.432769645820488,621.89399105128,13270.733769816195,1119.36669921875,38.61971831321716
1050,train,6.430818414370521,620.6817150375626,13283.246220267662,1119.36669921875,40.510579347610474
1100,train,6.426933673162226,618.275204563554,13290.584634964975,1119.36669921875,42.41438698768616
1150,train,6.425126502453815,617.1588847182052,13299.23246176317,1119.36669921875,44.31173014640808
1200,train,6.423667112059835,616.2588658694591,13309.298148795757,1119.36669921875,46.20168495178223
1250,train,6.420703741572172,614.4353657212744,13318.247908498784,1119.36669921875,48.09281253814697
1300,train,6.419325904054517,613.589356587613,13327.902835989957,1119.36669921875,49.978755712509155
1350,train,6.416384069413101,611.7869306821909,13332.06250108621,1119.36669921875,51.88334512710571
1400,train,6.414409577548716,610.5801541421158,13338.977535551603,1119.36669921875,53.775635957717896
1450,train,6.41142977656043,608.7634548408001,13343.474548907414,1119.36669921875,55.676053285598755
1500,train,6.409620617962456,607.6631008599015,13348.802827740292,1119.36669921875,57.57160472869873
1550,train,6.407640449774796,606.4610162763773,13354.429205376518,1119.36669921875,59.46431612968445
1600,train,6.405573139035798,605.2085679506395,13359.033218609009,1119.36669921875,61.36012887954712
1650,train,6.403370805829312,603.8771636606708,13363.219377528654,1119.36669921875,63.25661325454712
1700,train,6.401452404831803,602.7197956104933,13366.336048928404,1119.36669921875,65.15712285041809
1750,train,6.399621882893439,601.6175129860004,13370.432315692642,1119.36669921875,67.05183339118958
1800,train,6.397702022766418,600.4635995417373,13373.173408804576,1119.36669921875,68.95236992835999
1850,train,6.395961926345372,599.4196435366796,13376.398462952906,1119.36669921875,70.84956407546997
1900,train,6.394492176944867,598.5392939800324,13381.65791913455,1119.36669921875,72.73478412628174
1950,train,6.3919978383747145,597.0481947595555,13385.081314604986,1119.36669921875,74.62875843048096
2000,train,6.391976034802118,597.0351771178136,13388.54594671539,1119.36669921875,76.52152848243713
2050,train,6.390401786272262,596.0960347836361,13393.071157922679,1119.36669921875,78.40710973739624
2100,train,6.3894529683087224,595.5307163923719,13394.941118342702,1119.36669921875,80.30733323097229
2150,train,6.388596372901423,595.0208059404594,13398.0759264498,1119.36669921875,82.1992654800415
2200,train,6.3871137522827865,594.1392694786016,13401.152925172019,1119.36669921875,84.0906753540039
2250,train,6.386220592225937,593.6088449271705,13403.743395581198,1119.36669921875,85.98433780670166
2300,train,6.385346901307982,593.0904407660198,13405.945656661344,1119.36669921875,87.8798131942749
2350,train,6.3849295085158975,592.842940746945,13408.166982321387,1119.36669921875,89.77453827857971
2400,train,6.383401815119707,591.9379499516277,13410.610289179825,1119.36669921875,91.66711831092834
2450,train,6.382708675177523,591.5277962785896,13411.580737343576,1119.36669921875,93.5692834854126
2500,train,6.3823419911820425,591.3109322655237,13413.029828100727,1119.36669921875,95.4677665233612
2550,train,6.381455121251566,590.786748855745,13415.092566393016,1119.36669921875,97.36138558387756
2600,train,6.380757218551196,590.3745810316238,13417.754824687014,1119.36669921875,99.24998760223389
2650,train,6.379500617534878,589.6331816522566,13419.746581520369,1119.36669921875,101.14289355278015
2700,train,6.378524201925222,589.0577355926965,13422.785472384166,1119.36669921875,103.02719974517822
2750,train,6.3775643106375295,588.4925754938752,13424.834959226353,1119.36669921875,104.91838479042053
2800,train,6.376532433076401,587.8856364075984,13427.088088508082,1119.36669921875,106.80737257003784
2850,train,6.375806571642,587.4590677298975,13429.678516353903,1119.36669921875,108.69299650192261
2900,train,6.3749230479175,586.9402629283095,13430.792171861292,1119.36669921875,110.59005165100098
2950,train,6.373502472787338,586.1070621401809,13432.636547225164,1119.36669921875,112.48067307472229
3000,val,6.426576614379883,618.0544833794229,78974.83259782288,1119.36669921875,0.0064830780029296875
3050,val,6.342513851090973,568.2229453286794,88335.25109106732,1119.36669921875,0.29560112953186035
3100,val,6.334858639405505,563.8896855695697,88546.77165436622,1119.36669921875,0.584007740020752
3150,val,6.323465675707684,557.5017686009816,87811.40138556072,1119.36669921875,0.8804323673248291
3200,val,6.32757568359375,559.7978204298828,87384.16009144176,1119.36669921875,1.1718370914459229
