step,split,loss,ppl,tok_per_s,max_mem_mib,elapsed_s
0,train,10.561431884765625,38616.38258703046,904.2950226549209,1106.63671875,0.5661869049072266
50,train,7.083081563313802,1191.6349650057996,10582.2554014384,1141.33935546875,2.467526912689209
100,train,6.798320109301274,896.3402725044258,11835.696458832625,1141.33935546875,4.369155645370483
150,train,6.681561830028003,797.5637988585528,12331.447261895699,1141.33935546875,6.2694993019104
200,train,6.621735843259897,751.2480147572458,12594.566306152525,1141.33935546875,8.171142816543579
250,train,6.580518403376241,720.9129561065023,12754.002931948193,1141.33935546875,10.07620906829834
300,train,6.553977598779621,702.0310254027496,12867.199442945786,1141.33935546875,11.977120637893677
350,train,6.5349801816152375,688.820132886208,12941.775571577227,1141.33935546875,13.88619351387024
400,train,6.518453364954922,677.5296834164657,12999.636158042156,1141.33935546875,15.793672800064087
450,train,6.507166065292189,669.9252006234531,13047.70437340904,1141.33935546875,17.697519302368164
500,train,6.4964119612337825,662.7593554878764,13085.448054475313,1141.33935546875,19.60284423828125
550,train,6.483954549052105,654.5543019955735,13113.777527791028,1141.33935546875,21.51264190673828
600,train,6.47390975253951,648.0123485269859,13139.071654339094,1141.33935546875,23.419615030288696
650,train,6.4668006603985155,643.4219053078031,13160.559696423294,1141.33935546875,25.326582431793213
700,train,6.460109234536425,639.1308679206503,13175.385456443337,1141.33935546875,27.241100549697876
750,train,6.4542026875339715,635.3669382650419,13191.868481941336,1141.33935546875,29.147652626037598
800,train,6.44956467065323,632.4269188799498,13206.757290199585,1141.33935546875,31.053194284439087
850,train,6.442780168580392,628.150739414623,13220.058169776723,1141.33935546875,32.95840263366699
900,train,6.438614945829775,625.5397930254386,13228.448694079181,1141.33935546875,34.87272095680237
950,train,6.434215896638535,622.7940564478498,13239.890929524052,1141.33935546875,36.77613377571106
1000,train,6.430518764835019,620.4957559126308,13250.082800402659,1141.33935546875,38.679909229278564
1050,train,6.4269456491370525,618.2826090561773,13259.71419119362,1141.33935546875,40.58247351646423
1100,train,6.424087193529785,616.5177991824388,13265.445221006736,1141.33935546875,42.49476671218872
1150,train,6.421486074876826,614.9162470516488,13272.314902187762,1141.33935546875,44.40159869194031
1200,train,6.419807078340072,613.8846710510581,13278.153565749873,1141.33935546875,46.31005334854126
1250,train,6.418079542408553,612.8250787294321,13283.538324724339,1141.33935546875,48.218477964401245
1300,train,6.4150406047988175,610.9655684484261,13289.545777773254,1141.33935546875,50.12300729751587
1350,train,6.411855789399165,609.022851137468,13296.122352410724,1141.33935546875,52.02358865737915
1400,train,6.410789639502232,608.37388749523,13300.950433904483,1141.33935546875,53.92937922477722
1450,train,6.406889147137379,606.0055516326767,13304.34476540776,1141.33935546875,55.83980369567871
1500,train,6.405736333604339,605.3073427613002,13307.883010696278,1141.33935546875,57.748629093170166
1550,train,6.403494091513539,603.9516176594434,13310.400108185682,1141.33935546875,59.6610164642334
1600,train,6.401503321679215,602.750484983655,13313.750395126202,1141.33935546875,61.568827390670776
1650,train,6.400401455644114,602.086700464578,13316.8598297933,1141.33935546875,63.476826429367065
1700,train,6.397922111076162,600.5957691043776,13319.666952282165,1141.33935546875,65.38541865348816
1750,train,6.398033345787271,600.6625799170189,13321.233387167347,1141.33935546875,67.29947400093079
1800,train,6.395705347521844,599.2658648787586,13324.788904743018,1141.33935546875,69.2027473449707
1850,train,6.394733622678224,598.6838261864505,13328.966495328923,1141.33935546875,71.10168671607971
1900,train,6.393805683944678,598.1285419497052,13332.93014206951,1141.33935546875,73.00060749053955
1950,train,6.393361498795064,597.8629211305899,13335.98103614307,1141.33935546875,74.90352582931519
