step,split,loss,ppl,tok_per_s,max_mem_mib,elapsed_s
0,train,10.546669006347656,38050.48107139132,165.68197589585677,4550.96435546875,49.44412302970886
50,train,6.9255049836401845,1017.9081668296081,7345.158594291861,4999.46826171875,56.87991547584534
100,val,6.265307426452637,526.003268424206,276.22703514068763,4999.46826171875,29.656764030456543
120,val,6.309449362754822,549.7421569485904,5366.393479288738,4999.46826171875,30.530746698379517
150,train,6.317174926880868,554.0056730630519,58562.94648747751,4999.46826171875,4.3363938331604
200,train,6.317914232795621,554.4154041736087,59597.11804613088,4999.46826171875,11.133961200714111
240,val,6.313693976402282,552.0805593069751,222817.99708700215,4999.46826171875,0.7353086471557617
250,train,6.313556671142578,552.0047609462778,58911.02647244397,4999.46826171875,1.5296287536621094
300,train,6.313992187625072,552.2452204763284,60072.199782542004,4999.46826171875,8.318523406982422
350,val,6.295025912198153,541.8698872510714,224984.7892123627,4999.46826171875,0.4005248546600342
360,val,6.3067238330841064,548.2458584178775,228125.8045579033,4999.46826171875,0.7182002067565918
