step,split,loss,ppl,tok_per_s,max_mem_mib,elapsed_s,route_frac,mixer_depth
0,train,10.5438232421875,37942.35230354002,770.1457489065461,1332.783203125,0.6648092269897461,0.15,2
50,train,7.198600058462105,1337.5569515504558,5426.310200767946,1390.18994140625,4.812109708786011,0.15,2
100,train,6.847614193906878,941.6316740366219,5251.725885944858,1390.18994140625,9.846667766571045,0.15,2
150,train,6.715766110957063,825.315808243406,5107.522028409488,1390.18994140625,15.136890172958374,0.15,2
200,train,6.646476328076415,770.0660790212742,5003.505204346924,1390.18994140625,20.567981004714966,0.15,2
250,train,6.610095727016251,742.5540978026618,4940.723702665003,1390.18994140625,26.010764360427856,0.15,2
300,train,6.573820430971063,716.1004360750774,4887.859192286966,1390.18994140625,31.529549837112427,0.15,2
350,train,6.547403395345747,697.4308683771959,4848.972425061835,1390.18994140625,37.06187295913696,0.15,2
400,train,6.528724561011107,684.524585136943,4818.313256759124,1390.18994140625,42.61076211929321,0.15,2
450,train,6.5096794136876275,671.6110737573113,4893.4823765992915,1390.18994140625,47.187663555145264,0.15,2
500,train,6.499770101672875,664.9887356717225,5024.199743582545,1390.18994140625,51.05529499053955,0.15,2
550,train,6.49164576106409,659.6080276306046,5134.576864628916,1390.18994140625,54.943573236465454,0.15,2
600,train,6.481289411344862,652.8121472162882,5218.052020042395,1390.18994140625,58.9706654548645,0.15,2
650,train,6.47428945608769,648.2584478344195,5293.908891244907,1390.18994140625,62.96141600608826,0.15,2
700,train,6.468340575780066,644.4134838742086,5363.764987368295,1390.18994140625,66.91419196128845,0.15,2
750,train,6.460776685874726,639.5575990690894,5424.129513273031,1390.18994140625,70.88916277885437,0.15,2
800,train,6.4558852239792115,636.4368661386865,5483.620457594241,1390.18994140625,74.78854584693909,0.15,2
850,train,6.452689180923264,634.4060335549973,5544.45576065398,1390.18994140625,78.58517026901245,0.15,2
900,train,6.446391250661158,630.42314374369,5586.95607141662,1390.18994140625,82.56946969032288,0.15,2
950,train,6.442056513484469,627.6963393653232,5605.6812333962025,1390.18994140625,86.86045098304749,0.15,2
1000,train,6.4367958968216845,624.402939794767,5629.960446271618,1390.18994140625,91.03296637535095,0.15,2
1050,train,6.432518756695864,621.7379841832878,5678.866877974197,1390.18994140625,94.75693154335022,0.15,2
1100,train,6.4285445096382325,619.2719473946013,5728.440150991983,1390.18994140625,98.405846118927,0.15,2
1150,train,6.424508498297061,616.7775957932772,5770.638800133259,1390.18994140625,102.12248945236206,0.15,2
1200,train,6.420549529279698,614.3406195406498,5786.724109634969,1390.18994140625,106.26253962516785,0.15,2
1250,train,6.416589944292125,611.9128952085542,5766.772397146505,1390.18994140625,111.06940865516663,0.15,2
1300,train,6.413872732738638,610.2524553248028,5762.174547410585,1390.18994140625,115.60080218315125,0.15,2
1350,train,6.411802057510478,608.990128068567,5787.150769856605,1390.18994140625,119.52548456192017,0.15,2
1400,train,6.408648842832687,607.0728758006724,5822.035290441156,1390.18994140625,123.20639848709106,0.15,2
1450,train,6.407295152123923,606.2516428622653,5856.462478543555,1390.18994140625,126.85336971282959,0.15,2
1500,train,6.405229531630606,605.0006495282059,5888.531519061441,1390.18994140625,130.50995779037476,0.15,2
1550,train,6.4027437914732115,603.4986426911762,5879.590459527102,1390.18994140625,135.06246829032898,0.15,2
1600,train,6.4017313266828015,602.8879307787147,5902.919692833681,1390.18994140625,138.86551785469055,0.15,2
1650,train,6.400898283571998,602.3859082736194,5899.643292600838,1390.18994140625,143.28188300132751,0.15,2
1700,train,6.398929548852237,601.2011368542937,5926.154045823031,1390.18994140625,146.96074271202087,0.15,2
1750,train,6.39769866111141,600.4615809936638,5950.446982510161,1390.18994140625,150.6629674434662,0.15,2
1800,train,6.396555689293302,599.7756623962172,5976.23348830685,1390.18994140625,154.29651498794556,0.15,2
1850,train,6.394075364824374,598.2898675333045,5999.183533594797,1390.18994140625,157.97349667549133,0.15,2
1900,train,6.393350864071271,597.8565630573657,6019.4982430437585,1390.18994140625,161.6932110786438,0.15,2
1950,train,6.391822097363807,596.9432781255957,6041.1113407904095,1390.18994140625,165.35235714912415,0.15,2
2000,train,6.390457185729035,596.1290590949038,6061.5156474523865,1390.18994140625,169.01911330223083,0.15,2
2050,train,6.38982147800812,595.7502156789756,6079.101293180805,1390.18994140625,172.74132299423218,0.15,2
2100,train,6.388635693477029,595.0442029610357,6094.594392160918,1390.18994140625,176.5026400089264,0.15,2
2150,train,6.386639398621826,593.857504174489,6108.14476114699,1390.18994140625,180.30221009254456,0.15,2
2200,train,6.384842873919503,592.7915822627909,6123.880913399244,1390.18994140625,184.01925444602966,0.15,2
2250,train,6.383222006310997,591.8315238624775,6140.144263571216,1390.18994140625,187.7011272907257,0.15,2
2300,train,6.382545708262988,591.4314046733031,6156.620916152003,1390.18994140625,191.35691738128662,0.15,2
2350,train,6.380368104948484,590.1449029397822,6171.591206711817,1390.18994140625,195.04078602790833,0.15,2
2400,train,6.378702401221171,589.1627146197687,6186.770867324987,1390.18994140625,198.7001016139984,0.15,2
2450,train,6.377919690845354,588.7017512739218,6201.453606314076,1390.18994140625,202.35771799087524,0.15,2
2500,train,6.376528054702192,587.8830624299251,6216.0420726477805,1390.18994140625,206.0011796951294,0.15,2
2550,train,6.375694582201555,587.3932822013287,6225.851830891449,1390.18994140625,209.78848123550415,0.15,2
2600,train,6.374572484780164,586.7345393699634,6233.842856173276,1390.18994140625,213.62617421150208,0.15,2
2650,train,6.373171401626432,585.9130511122029,6241.94326784985,1390.18994140625,217.45023012161255,0.15,2
2700,train,6.372106390412496,585.2893793100583,6253.079173059309,1390.18994140625,221.1569631099701,0.15,2
2750,train,6.371177851525449,584.7461675968221,6266.184174020894,1390.18994140625,224.77985978126526,0.15,2
2800,train,6.36988970774576,583.9934153889606,6277.690825829405,1390.18994140625,228.4457836151123,0.15,2
2850,train,6.369399757478916,583.7073577419877,6285.60186281231,1390.18994140625,232.23106265068054,0.15,2
2900,train,6.3688852960428095,583.4071400482926,6292.476018516954,1390.18994140625,236.0457148551941,0.15,2
2950,train,6.368439052275422,583.1468563275099,6299.806037006909,1390.18994140625,239.83468556404114,0.15,2
3000,val,6.320549011230469,555.8780920074817,20072.5669526854,1390.18994140625,0.025507450103759766,0.15,2
3050,val,6.366254432528627,581.8742927297935,30303.709283607084,1390.18994140625,0.8616766929626465,0.15,2
3100,val,6.36988358450408,583.9898394670868,30264.43845736316,1390.18994140625,1.708672046661377,0.15,2
3150,val,6.348601297037491,571.6925215083312,30715.57428731482,1390.18994140625,2.517029285430908,0.15,2
3200,val,6.345824174880981,570.1070640636127,30874.67429306881,1390.18994140625,3.316634178161621,0.15,2
